overdose_type,overdose_type_num,deathsper100k,demographic_name,demographic_detail,demographic_detail_num,year,age_group,estimate
all overdoses,0,crude,gender and age group,Female: 45-54 years,3.25,2014,45-54 years,23.7
all overdoses,0,crude,gender and age group,Female: 45-54 years,3.25,2015,45-54 years,24.9
all overdoses,0,crude,gender and age group,Female: 45-54 years,3.25,2016,45-54 years,26.7
all overdoses,0,crude,gender and age group,Female: 45-54 years,3.25,2017,45-54 years,27.5
all overdoses,0,crude,gender and age group,Female: 55-64 years,3.26,1999,55-64 years,3.5
all overdoses,0,crude,gender and age group,Female: 55-64 years,3.26,2000,55-64 years,3.9
all overdoses,0,crude,gender and age group,Female: 55-64 years,3.26,2001,55-64 years,4.2
all overdoses,0,crude,gender and age group,Female: 55-64 years,3.26,2002,55-64 years,5.2
all overdoses,0,crude,gender and age group,Female: 55-64 years,3.26,2003,55-64 years,6.1
all overdoses,0,crude,gender and age group,Female: 55-64 years,3.26,2004,55-64 years,7.0
all overdoses,0,crude,gender and age group,Female: 55-64 years,3.26,2005,55-64 years,7.5
all overdoses,0,crude,gender and age group,Female: 55-64 years,3.26,2006,55-64 years,8.8
all overdoses,0,crude,gender and age group,Female: 55-64 years,3.26,2007,55-64 years,10.5
all overdoses,0,crude,gender and age group,Female: 55-64 years,3.26,2008,55-64 years,11.1
all overdoses,0,crude,gender and age group,Female: 55-64 years,3.26,2009,55-64 years,11.6
all overdoses,0,crude,gender and age group,Female: 55-64 years,3.26,2010,55-64 years,12.9
all overdoses,0,crude,gender and age group,Female: 55-64 years,3.26,2011,55-64 years,13.5
all overdoses,0,crude,gender and age group,Female: 55-64 years,3.26,2012,55-64 years,14.0
all overdoses,0,crude,gender and age group,Female: 55-64 years,3.26,2013,55-64 years,15.9
all overdoses,0,crude,gender and age group,Female: 55-64 years,3.26,2014,55-64 years,17.2
all overdoses,0,crude,gender and age group,Female: 55-64 years,3.26,2015,55-64 years,17.6
all overdoses,0,crude,gender and age group,Female: 55-64 years,3.26,2016,55-64 years,19.5
all overdoses,0,crude,gender and age group,Female: 55-64 years,3.26,2017,55-64 years,20.3
all overdoses,0,crude,gender and age group,Female: 65-74 years,3.27,1999,65-74 years,2.1
all overdoses,0,crude,gender and age group,Female: 65-74 years,3.27,2000,65-74 years,2.0
all overdoses,0,crude,gender and age group,Female: 65-74 years,3.27,2001,65-74 years,2.2
all overdoses,0,crude,gender and age group,Female: 65-74 years,3.27,2002,65-74 years,2.8
all overdoses,0,crude,gender and age group,Female: 65-74 years,3.27,2003,65-74 years,2.9
all overdoses,0,crude,gender and age group,Female: 65-74 years,3.27,2004,65-74 years,3.0
all overdoses,0,crude,gender and age group,Female: 65-74 years,3.27,2005,65-74 years,3.1
all overdoses,0,crude,gender and age group,Female: 65-74 years,3.27,2006,65-74 years,3.6
all overdoses,0,crude,gender and age group,Female: 65-74 years,3.27,2007,65-74 years,3.7
all overdoses,0,crude,gender and age group,Female: 65-74 years,3.27,2008,65-74 years,4.4
all overdoses,0,crude,gender and age group,Female: 65-74 years,3.27,2009,65-74 years,4.6
all overdoses,0,crude,gender and age group,Female: 65-74 years,3.27,2010,65-74 years,4.8
all overdoses,0,crude,gender and age group,Female: 65-74 years,3.27,2011,65-74 years,5.3
all overdoses,0,crude,gender and age group,Female: 65-74 years,3.27,2012,65-74 years,5.5
all overdoses,0,crude,gender and age group,Female: 65-74 years,3.27,2013,65-74 years,5.9
all overdoses,0,crude,gender and age group,Female: 65-74 years,3.27,2014,65-74 years,6.5
all overdoses,0,crude,gender and age group,Female: 65-74 years,3.27,2015,65-74 years,6.1
all overdoses,0,crude,gender and age group,Female: 65-74 years,3.27,2016,65-74 years,6.5
all overdoses,0,crude,gender and age group,Female: 65-74 years,3.27,2017,65-74 years,7.0
all overdoses,0,crude,gender and age group,Female: 75-84 years,3.28,1999,75-84 years,3.0
all overdoses,0,crude,gender and age group,Female: 75-84 years,3.28,2000,75-84 years,2.3
all overdoses,0,crude,gender and age group,Female: 75-84 years,3.28,2001,75-84 years,2.4
all overdoses,0,crude,gender and age group,Female: 75-84 years,3.28,2002,75-84 years,2.6
all overdoses,0,crude,gender and age group,Female: 75-84 years,3.28,2003,75-84 years,2.6
all overdoses,0,crude,gender and age group,Female: 75-84 years,3.28,2004,75-84 years,2.9
all overdoses,0,crude,gender and age group,Female: 75-84 years,3.28,2005,75-84 years,2.9
all overdoses,0,crude,gender and age group,Female: 75-84 years,3.28,2006,75-84 years,3.3
all overdoses,0,crude,gender and age group,Female: 75-84 years,3.28,2007,75-84 years,3.2
all overdoses,0,crude,gender and age group,Female: 75-84 years,3.28,2008,75-84 years,3.3
all overdoses,0,crude,gender and age group,Female: 75-84 years,3.28,2009,75-84 years,3.9
all overdoses,0,crude,gender and age group,Female: 75-84 years,3.28,2010,75-84 years,3.3
all overdoses,0,crude,gender and age group,Female: 75-84 years,3.28,2011,75-84 years,3.4
all overdoses,0,crude,gender and age group,Female: 75-84 years,3.28,2012,75-84 years,3.5
all overdoses,0,crude,gender and age group,Female: 75-84 years,3.28,2013,75-84 years,3.4
all overdoses,0,crude,gender and age group,Female: 75-84 years,3.28,2014,75-84 years,3.5
all overdoses,0,crude,gender and age group,Female: 75-84 years,3.28,2015,75-84 years,3.3
all overdoses,0,crude,gender and age group,Female: 75-84 years,3.28,2016,75-84 years,3.2
all overdoses,0,crude,gender and age group,Female: 75-84 years,3.28,2017,75-84 years,3.5
all overdoses,0,crude,gender and age group,Female: 85 years and over,3.29,1999,85 years and over,3.5
all overdoses,0,crude,gender and age group,Female: 85 years and over,3.29,2000,85 years and over,3.9
all overdoses,0,crude,gender and age group,Female: 85 years and over,3.29,2001,85 years and over,3.7
all overdoses,0,crude,gender and age group,Female: 85 years and over,3.29,2002,85 years and over,3.9
all overdoses,0,crude,gender and age group,Female: 85 years and over,3.29,2003,85 years and over,3.8
all overdoses,0,crude,gender and age group,Female: 85 years and over,3.29,2004,85 years and over,3.7
all overdoses,0,crude,gender and age group,Female: 85 years and over,3.29,2005,85 years and over,3.7
all overdoses,0,crude,gender and age group,Female: 85 years and over,3.29,2006,85 years and over,4.2
all overdoses,0,crude,gender and age group,Female: 85 years and over,3.29,2007,85 years and over,4.3
all overdoses,0,crude,gender and age group,Female: 85 years and over,3.29,2008,85 years and over,4.0
all overdoses,0,crude,gender and age group,Female: 85 years and over,3.29,2009,85 years and over,3.9
all overdoses,0,crude,gender and age group,Female: 85 years and over,3.29,2010,85 years and over,4.5
all overdoses,0,crude,gender and age group,Female: 85 years and over,3.29,2011,85 years and over,4.2
all overdoses,0,crude,gender and age group,Female: 85 years and over,3.29,2012,85 years and over,3.8
all overdoses,0,crude,gender and age group,Female: 85 years and over,3.29,2013,85 years and over,3.5
all overdoses,0,crude,gender and age group,Female: 85 years and over,3.29,2014,85 years and over,4.0
all overdoses,0,crude,gender and age group,Female: 85 years and over,3.29,2015,85 years and over,4.1
all overdoses,0,crude,gender and age group,Female: 85 years and over,3.29,2016,85 years and over,3.6
all overdoses,0,crude,gender and age group,Female: 85 years and over,3.29,2017,85 years and over,3.8
any opioid,1,age_adjusted,total,All persons,0.1,1999,All ages,2.9
any opioid,1,age_adjusted,total,All persons,0.1,2000,All ages,3.0
any opioid,1,age_adjusted,total,All persons,0.1,2001,All ages,3.3
any opioid,1,age_adjusted,total,All persons,0.1,2002,All ages,4.1
any opioid,1,age_adjusted,total,All persons,0.1,2003,All ages,4.5
any opioid,1,age_adjusted,total,All persons,0.1,2004,All ages,4.7
any opioid,1,age_adjusted,total,All persons,0.1,2005,All ages,5.1
any opioid,1,age_adjusted,total,All persons,0.1,2006,All ages,5.9
any opioid,1,age_adjusted,total,All persons,0.1,2007,All ages,6.1
any opioid,1,age_adjusted,total,All persons,0.1,2008,All ages,6.4
any opioid,1,age_adjusted,total,All persons,0.1,2009,All ages,6.6
any opioid,1,age_adjusted,total,All persons,0.1,2010,All ages,6.8
any opioid,1,age_adjusted,total,All persons,0.1,2011,All ages,7.3
any opioid,1,age_adjusted,total,All persons,0.1,2012,All ages,7.4
any opioid,1,age_adjusted,total,All persons,0.1,2013,All ages,7.9
any opioid,1,age_adjusted,total,All persons,0.1,2014,All ages,9.0
any opioid,1,age_adjusted,total,All persons,0.1,2015,All ages,10.4
any opioid,1,age_adjusted,total,All persons,0.1,2016,All ages,13.3
any opioid,1,age_adjusted,total,All persons,0.1,2017,All ages,14.9
any opioid,1,age_adjusted,gender,Male,2.1,1999,All ages,4.3
any opioid,1,age_adjusted,gender,Male,2.1,2000,All ages,4.4
any opioid,1,age_adjusted,gender,Male,2.1,2001,All ages,4.8
any opioid,1,age_adjusted,gender,Male,2.1,2002,All ages,5.7
any opioid,1,age_adjusted,gender,Male,2.1,2003,All ages,6.1
any opioid,1,age_adjusted,gender,Male,2.1,2004,All ages,6.3
any opioid,1,age_adjusted,gender,Male,2.1,2005,All ages,6.6
any opioid,1,age_adjusted,gender,Male,2.1,2006,All ages,7.8
any opioid,1,age_adjusted,gender,Male,2.1,2007,All ages,8.0
any opioid,1,age_adjusted,gender,Male,2.1,2008,All ages,8.4
any opioid,1,age_adjusted,gender,Male,2.1,2009,All ages,8.7
any opioid,1,age_adjusted,gender,Male,2.1,2010,All ages,8.7
any opioid,1,age_adjusted,gender,Male,2.1,2011,All ages,9.4
any opioid,1,age_adjusted,gender,Male,2.1,2012,All ages,9.5
any opioid,1,age_adjusted,gender,Male,2.1,2013,All ages,10.2
any opioid,1,age_adjusted,gender,Male,2.1,2014,All ages,11.7
any opioid,1,age_adjusted,gender,Male,2.1,2015,All ages,13.7
any opioid,1,age_adjusted,gender,Male,2.1,2016,All ages,18.1
any opioid,1,age_adjusted,gender,Male,2.1,2017,All ages,20.4
any opioid,1,age_adjusted,gender,Female,2.2,1999,All ages,1.4
any opioid,1,age_adjusted,gender,Female,2.2,2000,All ages,1.6
any opioid,1,age_adjusted,gender,Female,2.2,2001,All ages,1.9
any opioid,1,age_adjusted,gender,Female,2.2,2002,All ages,2.6
any opioid,1,age_adjusted,gender,Female,2.2,2003,All ages,2.8
any opioid,1,age_adjusted,gender,Female,2.2,2004,All ages,3.1
any opioid,1,age_adjusted,gender,Female,2.2,2005,All ages,3.4
any opioid,1,age_adjusted,gender,Female,2.2,2006,All ages,3.9
any opioid,1,age_adjusted,gender,Female,2.2,2007,All ages,4.3
any opioid,1,age_adjusted,gender,Female,2.2,2008,All ages,4.4
any opioid,1,age_adjusted,gender,Female,2.2,2009,All ages,4.6
any opioid,1,age_adjusted,gender,Female,2.2,2010,All ages,4.9
any opioid,1,age_adjusted,gender,Female,2.2,2011,All ages,5.2
any opioid,1,age_adjusted,gender,Female,2.2,2012,All ages,5.3
any opioid,1,age_adjusted,gender,Female,2.2,2013,All ages,5.6
any opioid,1,age_adjusted,gender,Female,2.2,2014,All ages,6.3
any opioid,1,age_adjusted,gender,Female,2.2,2015,All ages,7.1
any opioid,1,age_adjusted,gender,Female,2.2,2016,All ages,8.5
any opioid,1,age_adjusted,gender,Female,2.2,2017,All ages,9.4
any opioid,1,age_adjusted,gender and race,Male: White,4.1,1999,All ages,4.4
any opioid,1,age_adjusted,gender and race,Male: White,4.1,2000,All ages,4.5
any opioid,1,age_adjusted,gender and race,Male: White,4.1,2001,All ages,5.0
any opioid,1,age_adjusted,gender and race,Male: White,4.1,2002,All ages,6.1
any opioid,1,age_adjusted,gender and race,Male: White,4.1,2003,All ages,6.7
any opioid,1,age_adjusted,gender and race,Male: White,4.1,2004,All ages,7.0
any opioid,1,age_adjusted,gender and race,Male: White,4.1,2005,All ages,7.4
any opioid,1,age_adjusted,gender and race,Male: White,4.1,2006,All ages,8.7
any opioid,1,age_adjusted,gender and race,Male: White,4.1,2007,All ages,9.1
any opioid,1,age_adjusted,gender and race,Male: White,4.1,2008,All ages,9.7
any opioid,1,age_adjusted,gender and race,Male: White,4.1,2009,All ages,9.9
any opioid,1,age_adjusted,gender and race,Male: White,4.1,2010,All ages,10.1
any opioid,1,age_adjusted,gender and race,Male: White,4.1,2011,All ages,10.8
any opioid,1,age_adjusted,gender and race,Male: White,4.1,2012,All ages,11.0
any opioid,1,age_adjusted,gender and race,Male: White,4.1,2013,All ages,11.7
any opioid,1,age_adjusted,gender and race,Male: White,4.1,2014,All ages,13.4
any opioid,1,age_adjusted,gender and race,Male: White,4.1,2015,All ages,15.8
any opioid,1,age_adjusted,gender and race,Male: White,4.1,2016,All ages,20.4
any opioid,1,age_adjusted,gender and race,Male: White,4.1,2017,All ages,22.7
any opioid,1,age_adjusted,gender and race,Male: White,4.1,2018,All ages,22.0
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,1999,All ages,5.7
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,2000,All ages,5.6
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,2001,All ages,5.3
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,2002,All ages,5.3
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,2003,All ages,5.0
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,2004,All ages,4.4
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,2005,All ages,4.8
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,2006,All ages,6.0
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,2007,All ages,4.6
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,2008,All ages,4.5
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,2009,All ages,4.7
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,2010,All ages,4.1
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,2011,All ages,4.7
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,2012,All ages,5.1
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,2013,All ages,6.3
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,2014,All ages,7.4
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,2015,All ages,9.1
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,2016,All ages,14.7
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,2017,All ages,18.7
any opioid,1,age_adjusted,gender and race,Male: Black or African American,4.2,2018,All ages,20.6
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,1999,All ages,3.2
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,2000,All ages,3.4
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,2001,All ages,3.0
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,2002,All ages,4.4
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,2003,All ages,5.1
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,2004,All ages,6.2
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,2005,All ages,5.7
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,2006,All ages,6.9
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,2007,All ages,5.8
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,2008,All ages,8.0
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,2009,All ages,10.0
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,2010,All ages,6.3
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,2011,All ages,7.2
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,2012,All ages,7.9
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,2013,All ages,7.2
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,2014,All ages,9.7
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,2015,All ages,9.3
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,2016,All ages,10.2
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,2017,All ages,11.9
any opioid,1,age_adjusted,gender and race,Male: American Indian or Alaska Native,4.3,2018,All ages,11.7
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,1999,All ages,0.0
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,2000,All ages,0.5
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,2001,All ages,0.4
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,2002,All ages,0.8
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,2003,All ages,0.5
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,2004,All ages,0.7
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,2005,All ages,0.9
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,2006,All ages,0.8
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,2007,All ages,0.7
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,2008,All ages,0.7
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,2009,All ages,0.9
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,2010,All ages,0.9
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,2011,All ages,1.3
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,2012,All ages,1.1
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,2013,All ages,1.3
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,2014,All ages,1.4
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,2015,All ages,1.7
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,2016,All ages,2.3
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,2017,All ages,2.4
any opioid,1,age_adjusted,gender and race,Male: Asian or Pacific Islander,4.4,2018,All ages,2.5
any opioid,1,age_adjusted,gender and race,Female: White,4.5,1999,All ages,1.5
any opioid,1,age_adjusted,gender and race,Female: White,4.5,2000,All ages,1.7
any opioid,1,age_adjusted,gender and race,Female: White,4.5,2001,All ages,2.1
any opioid,1,age_adjusted,gender and race,Female: White,4.5,2002,All ages,2.8
any opioid,1,age_adjusted,gender and race,Female: White,4.5,2003,All ages,3.1
any opioid,1,age_adjusted,gender and race,Female: White,4.5,2004,All ages,3.5
any opioid,1,age_adjusted,gender and race,Female: White,4.5,2005,All ages,3.8
any opioid,1,age_adjusted,gender and race,Female: White,4.5,2006,All ages,4.4
any opioid,1,age_adjusted,gender and race,Female: White,4.5,2007,All ages,4.9
any opioid,1,age_adjusted,gender and race,Female: White,4.5,2008,All ages,5.0
any opioid,1,age_adjusted,gender and race,Female: White,4.5,2009,All ages,5.3
any opioid,1,age_adjusted,gender and race,Female: White,4.5,2010,All ages,5.6
any opioid,1,age_adjusted,gender and race,Female: White,4.5,2011,All ages,6.1
any opioid,1,age_adjusted,gender and race,Female: White,4.5,2012,All ages,6.1
any opioid,1,age_adjusted,gender and race,Female: White,4.5,2013,All ages,6.6
any opioid,1,age_adjusted,gender and race,Female: White,4.5,2014,All ages,7.4
any opioid,1,age_adjusted,gender and race,Female: White,4.5,2015,All ages,8.2
any opioid,1,age_adjusted,gender and race,Female: White,4.5,2016,All ages,9.7
any opioid,1,age_adjusted,gender and race,Female: White,4.5,2017,All ages,10.7
any opioid,1,age_adjusted,gender and race,Female: White,4.5,2018,All ages,10.2
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,1999,All ages,1.5
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,2000,All ages,1.5
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,2001,All ages,1.6
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,2002,All ages,2.0
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,2003,All ages,2.0
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,2004,All ages,2.0
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,2005,All ages,2.1
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,2006,All ages,2.4
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,2007,All ages,2.4
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,2008,All ages,2.3
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,2009,All ages,2.4
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,2010,All ages,2.5
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,2011,All ages,2.6
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,2012,All ages,2.8
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,2013,All ages,3.0
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,2014,All ages,3.6
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,2015,All ages,4.0
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,2016,All ages,5.9
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,2017,All ages,6.9
any opioid,1,age_adjusted,gender and race,Female: Black or African American,4.6,2018,All ages,7.4
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,1999,All ages,1.9
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,2000,All ages,1.4
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,2001,All ages,2.5
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,2002,All ages,2.6
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,2003,All ages,3.3
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,2004,All ages,3.3
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,2005,All ages,4.6
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,2006,All ages,3.6
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,2007,All ages,5.2
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,2008,All ages,5.2
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,2009,All ages,5.3
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,2010,All ages,5.7
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,2011,All ages,5.9
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,2012,All ages,6.8
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,2013,All ages,6.5
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,2014,All ages,5.8
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,2015,All ages,6.5
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,2016,All ages,7.6
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,2017,All ages,7.5
any opioid,1,age_adjusted,gender and race,Female: American Indian or Alaska Native,4.7,2018,All ages,6.7
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,1999,All ages,0.0
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,2000,All ages,0.0
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,2001,All ages,0.0
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,2002,All ages,0.0
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,2003,All ages,0.0
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,2004,All ages,0.3
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,2005,All ages,0.4
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,2006,All ages,0.4
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,2007,All ages,0.4
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,2008,All ages,0.5
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,2009,All ages,0.4
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,2010,All ages,0.5
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,2011,All ages,0.5
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,2012,All ages,0.5
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,2013,All ages,0.4
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,2014,All ages,0.6
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,2015,All ages,0.5
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,2016,All ages,0.8
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,2017,All ages,0.9
any opioid,1,age_adjusted,gender and race,Female: Asian or Pacific Islander,4.8,2018,All ages,0.8
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,1999,All ages,5.8
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,2000,All ages,4.5
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,2001,All ages,4.2
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,2002,All ages,4.8
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,2003,All ages,5.1
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,2004,All ages,4.3
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,2005,All ages,4.5
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,2006,All ages,4.9
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,2007,All ages,4.9
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,2008,All ages,5.1
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,2009,All ages,4.8
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,2010,All ages,4.1
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,2011,All ages,4.6
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,2012,All ages,5.0
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,2013,All ages,5.6
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,2014,All ages,5.7
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,2015,All ages,6.7
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,2016,All ages,9.2
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,2017,All ages,10.5
any opioid,1,age_adjusted,gender race and ethnicity,Male: Hispanic or Latino: All races,5.1,2018,All ages,11.6
any opioid,1,age_adjusted,gender race and ethnicity,Male: Not Hispanic or Latino: White,5.2,1999,All ages,4.1
any opioid,1,age_adjusted,gender race and ethnicity,Male: Not Hispanic or Latino: White,5.2,2000,All ages,4.4
